account_length,international_plan,voice_mail_plan,number_vmail_messages,total_charge,total_calls_cnt,total_minutes,total_intl_charge,number_customer_service_calls,churn
114,no,no,0,41.91,295,407.8,2.0,1,no
101,no,no,0,45.01,290,519.9,3.65,5,yes
117,no,yes,14,37.769999999999996,286,421.79999999999995,2.32,1,no
82,no,no,0,47.26,336,516.4,3.48,1,no
92,no,no,0,47.23,317,476.90000000000003,2.59,2,no
82,no,yes,29,64.44,340,630.5999999999999,2.57,2,no
90,no,no,0,60.87,325,637.3,3.38,2,no
124,no,no,0,46.59,247,481.6,2.59,3,no
39,no,no,0,46.58,277,498.3,2.46,2,no
75,no,yes,46,64.59,299,661.8,2.48,0,no
102,no,no,0,46.02,306,519.1,2.46,2,no
143,no,no,0,55.05,284,512.5,1.24,1,no
53,no,no,0,43.34,354,567.3,3.13,3,no
30,no,no,0,55.66,355,564.8,3.08,1,no
112,no,no,0,87.03,318,813.0,3.43,2,yes
129,no,no,0,54.13,321,558.2,3.54,0,no
63,no,yes,29,45.08,254,501.1,1.78,1,no
28,no,no,0,62.46,304,645.2,2.86,0,no
90,no,no,0,59.5,222,646.9,3.43,1,no
151,no,no,0,55.24,367,585.5,2.08,4,no
105,yes,yes,29,64.59,292,628.9,3.56,1,yes
41,no,yes,37,68.14,325,650.8000000000001,1.97,2,no
48,no,yes,43,56.75,271,605.3,2.16,1,no
166,yes,yes,35,58.56999999999999,381,701.5999999999999,2.38,2,no
79,no,no,0,55.629999999999995,380,615.9,3.78,3,no
153,no,no,0,52.79,300,492.8,3.13,1,no
110,yes,no,0,77.89,260,748.7,3.92,0,yes
163,no,no,0,61.08,297,653.6,3.46,1,no
105,no,yes,33,53.56,339,477.5,2.86,2,no
172,no,no,0,61.019999999999996,307,626.6,1.92,3,no
126,no,no,0,57.4,313,631.2,1.38,0,no
97,no,no,0,50.29,300,515.5,3.73,3,no
95,yes,yes,37,62.41,290,610.6,1.11,0,yes
87,no,no,0,68.42999999999999,287,666.3,2.0,4,no
97,no,no,0,44.5,304,482.5,1.76,1,no
140,no,no,0,57.78,299,590.8000000000001,3.75,0,no
169,no,no,0,45.4,276,524.4,2.57,0,no
68,no,yes,22,46.77,305,552.4,1.3,3,no
122,no,yes,34,42.41,298,456.1,4.21,2,no
36,no,no,0,63.11,318,708.8,2.92,2,no
120,no,yes,27,54.13,251,604.0,2.75,5,no
121,no,no,0,50.0,354,517.0,2.48,1,no
64,no,yes,19,52.14,316,545.0,2.03,0,no
13,no,yes,31,69.32000000000001,306,672.2,3.48,1,no
106,no,no,0,42.730000000000004,310,473.20000000000005,3.08,0,no
88,no,no,0,51.49,295,541.2,2.13,2,no
74,no,no,0,54.35,328,572.3,2.65,1,no
83,no,no,0,59.17,267,586.1,2.97,0,no
49,no,no,0,69.67,300,718.7,4.21,0,no
111,no,yes,24,63.3,308,640.7,3.78,1,no
50,no,yes,22,65.24,357,589.2,2.3,3,no
88,no,no,0,50.49,343,475.20000000000005,2.03,1,no
131,no,yes,39,25.08,352,275.2,2.46,0,no
79,no,no,0,73.94,228,729.0,1.62,3,yes
140,no,no,0,66.53999999999999,322,595.8,3.11,2,no
105,no,no,0,61.790000000000006,245,598.0,2.57,1,no
87,no,yes,22,63.0,289,575.3000000000001,2.3,3,no
96,no,yes,31,55.9,325,559.0,2.84,1,no
79,no,no,0,53.71,263,583.2,2.54,5,yes
55,no,no,0,56.63,320,626.9,2.51,0,no
130,no,no,0,56.379999999999995,304,487.70000000000005,2.51,2,no
34,no,no,0,45.24,289,469.0,2.67,0,no
139,no,no,0,43.53,266,437.5,2.24,1,no
109,no,no,0,79.81,275,767.1,2.57,1,yes
65,no,yes,31,71.06,252,659.8,3.24,1,no
152,no,no,0,48.08,302,405.29999999999995,2.0,3,no
147,no,no,0,59.9,307,612.6,2.11,1,no
112,no,yes,22,62.12,374,672.5999999999999,2.48,2,no
120,no,no,0,62.44,322,554.0,2.59,2,no
171,no,no,0,64.64999999999999,333,626.8,3.32,1,no
101,no,yes,33,59.31,320,594.1,4.19,0,no
32,no,yes,26,74.67,314,711.8,4.4,1,no
151,no,no,0,49.28,281,479.8,3.19,0,no
60,no,no,0,51.93,240,585.2,3.02,3,no
119,no,no,0,58.37,248,606.1,2.03,1,no
43,no,no,0,64.03999999999999,326,636.1,1.59,1,no
84,no,no,0,62.29,287,571.4,2.54,1,no
65,no,no,0,56.65,324,555.1,2.4,0,no
75,yes,no,0,74.97,293,757.4,2.35,1,yes
116,no,no,0,57.60999999999999,291,585.1,3.54,1,no
107,no,no,0,45.91,264,537.6,2.51,0,no
189,no,yes,38,61.97,305,530.2,3.08,3,no
123,no,no,0,56.7,333,603.1,1.76,1,no
110,no,no,0,46.05,240,537.8,3.0,3,no
63,no,yes,32,31.54,327,448.70000000000005,2.32,1,no
176,no,no,0,63.11,287,592.0,2.73,3,no
108,no,no,0,58.56999999999999,334,603.4,3.4,1,no
71,no,no,0,64.08999999999999,326,536.2,2.21,1,no
137,no,no,0,49.17999999999999,315,512.7,2.75,1,no
82,no,no,0,63.730000000000004,274,654.4,1.54,4,no
92,no,yes,29,53.91,332,598.8,2.16,3,no
165,no,no,0,57.54,298,611.6,2.94,6,no
96,no,no,0,35.47,321,423.29999999999995,3.13,1,no
156,no,no,0,53.17,268,526.4000000000001,2.03,1,no
63,no,no,0,57.94,251,629.5,2.46,0,no
37,no,no,0,64.65,263,699.1,2.27,0,no
98,no,no,0,61.519999999999996,279,595.1,2.97,0,no
121,no,no,0,36.05,305,399.5,2.89,0,no
94,no,no,0,42.989999999999995,316,426.7,2.08,0,no
99,no,no,0,57.39,326,598.7,3.81,1,no
163,no,yes,23,53.65,286,579.3,2.81,1,no
161,no,no,0,62.83,290,608.8,1.76,3,no
108,no,no,0,62.0,262,605.3,0.97,1,no
84,no,yes,42,58.84,287,649.6,2.05,3,no
83,yes,yes,32,38.239999999999995,318,449.5,2.86,2,no
139,no,no,0,56.4,256,553.5,2.62,2,no
69,no,no,0,63.32000000000001,297,671.9,3.38,3,no
106,no,no,0,36.58,283,425.4,0.0,2,no
158,no,no,0,64.62,335,636.4,1.86,2,no
168,no,yes,22,55.74,256,562.1,1.97,2,no
115,yes,no,0,69.92,320,644.0999999999999,4.13,1,yes
57,yes,yes,30,68.55999999999999,340,698.5,3.08,2,no
67,no,no,0,62.540000000000006,285,609.5999999999999,1.94,1,no
127,no,no,0,53.71,350,536.2,2.51,1,no
78,no,no,0,60.42,286,641.3,3.16,2,no
100,no,yes,38,54.94,268,583.5,2.0,0,no
103,no,yes,36,36.71,282,423.2,2.94,6,yes
113,no,no,0,57.830000000000005,338,514.4,3.65,1,no
129,no,yes,36,57.57,304,586.3,4.43,1,no
57,no,no,0,52.83,311,581.2,3.21,2,no
82,no,no,0,51.89,310,602.0999999999999,2.11,1,no
64,no,no,0,64.33,322,636.2,2.48,1,no
86,no,yes,39,69.58,324,630.3,3.43,2,no
151,no,yes,26,58.33,333,594.1,3.62,0,no
94,no,no,0,73.29,261,695.4,3.11,3,yes
90,no,no,0,70.25999999999999,328,726.0,2.16,2,no
48,no,no,0,71.27,291,631.0,1.94,2,no
93,yes,yes,20,54.2,331,532.6,3.27,1,no
169,yes,no,0,39.04,279,531.5,1.76,3,no
91,yes,no,0,49.66,342,544.5,4.51,2,yes
101,no,no,0,59.32000000000001,286,603.0999999999999,2.38,1,no
67,no,yes,20,62.57,213,581.9,2.54,1,no
66,no,no,0,35.29,314,442.20000000000005,3.11,0,no
116,no,yes,17,64.49,341,682.1,3.08,5,no
158,no,no,0,57.03,296,560.9,2.81,1,no
119,no,yes,26,55.11,299,554.0,1.78,1,no
120,no,no,0,46.2,336,502.5,1.73,1,no
155,no,no,0,58.23,341,607.1,2.11,1,no
106,no,no,0,65.96000000000001,328,612.5,2.35,1,no
146,no,yes,32,48.620000000000005,278,487.7,2.21,3,no
101,no,yes,29,47.31,291,549.2,2.73,0,no
22,no,yes,23,50.75,255,475.5,3.43,3,no
90,no,no,0,37.519999999999996,317,406.9,2.97,2,no
41,no,no,0,57.46,314,585.5,2.59,1,no
33,no,no,0,63.42999999999999,278,602.4000000000001,2.65,2,no
112,no,no,0,48.68000000000001,297,543.7,3.54,1,no
108,no,yes,30,73.74000000000001,307,674.6,2.65,2,no
136,no,yes,21,60.32,305,681.2,2.57,2,no
128,no,no,0,64.15,247,664.5,2.73,1,no
27,no,no,0,60.07000000000001,319,574.2,2.27,2,no
161,yes,no,0,63.25999999999999,332,641.5,0.35,1,no
33,no,yes,35,68.25,296,765.6,4.05,0,no
120,no,yes,31,55.4,255,610.0,3.08,0,no
122,yes,no,0,68.13,288,656.5,2.97,0,yes
148,no,yes,26,62.28,379,598.9,4.1,2,no
74,no,no,0,65.31,272,611.7,2.62,3,no
106,no,no,0,59.599999999999994,302,582.1999999999999,2.97,1,no
179,no,no,0,54.92,269,576.4,3.59,1,no
149,yes,yes,28,42.29,276,439.0,2.38,5,yes
77,no,no,0,59.45,298,610.6,2.48,0,no
127,yes,no,0,52.540000000000006,348,527.0,2.08,1,yes
106,no,no,0,54.660000000000004,257,568.8,2.89,1,no
61,no,yes,20,68.3,320,667.5,2.84,0,no
135,yes,yes,24,50.53,243,577.0,1.57,2,no
115,no,yes,26,57.61,255,613.4,3.67,6,no
167,yes,no,0,65.5,291,630.9,2.73,2,no
112,yes,no,0,50.629999999999995,386,496.8,2.89,1,no
35,no,yes,27,66.16,256,672.5999999999999,2.54,1,no
103,yes,no,0,37.769999999999996,268,513.4,2.54,3,no
107,no,yes,22,70.77,341,664.2,3.02,1,no
69,no,no,0,67.62,210,634.5,2.89,3,no
24,no,no,0,71.11,293,656.9000000000001,3.0,2,yes
90,no,no,0,52.56,292,466.4,3.19,2,no
137,no,no,0,45.39,254,503.2,2.84,3,no
92,yes,yes,45,68.86,267,573.4,2.03,0,no
38,no,no,0,55.28999999999999,239,591.1,3.81,2,no
69,yes,yes,33,75.13999999999999,285,690.3,2.21,1,yes
73,no,no,0,59.75,316,594.5,4.08,1,no
92,no,no,0,63.53,294,625.2,2.92,1,no
113,no,yes,32,49.18,337,476.70000000000005,2.27,1,no
68,yes,no,0,52.83,372,566.4,3.92,1,yes
135,no,yes,22,61.620000000000005,343,591.2,3.94,2,no
100,no,yes,26,47.45,365,505.0,4.29,1,no
96,no,yes,27,71.27000000000001,294,661.6,3.05,1,no
108,no,no,0,67.14999999999999,331,628.7,2.54,1,no
84,no,no,0,70.7,286,757.1,1.76,0,no
134,no,no,0,70.07,261,752.9,3.4,1,no
72,no,no,0,71.14,240,683.1,2.65,0,no
83,no,no,0,56.099999999999994,280,505.5,1.84,0,no
56,no,yes,30,45.0,316,493.79999999999995,3.27,1,no
171,no,yes,17,61.21,296,627.8,1.57,1,no
123,no,no,0,60.129999999999995,340,582.3,3.27,1,no
58,no,no,0,57.03,342,520.1,2.67,0,no
156,no,no,0,38.31,258,416.1,3.54,1,no
166,no,no,0,61.64,299,641.0999999999999,4.13,0,no
75,no,yes,41,47.269999999999996,293,506.0,3.35,1,no
75,no,no,0,80.74,288,769.5,1.54,2,yes
83,no,no,0,65.91,293,647.0999999999999,3.27,1,no
243,no,no,0,42.04,273,523.4,1.78,2,no
153,no,no,0,58.45,324,599.4,4.08,1,no
150,no,no,0,52.660000000000004,331,583.7,3.54,1,no
92,no,yes,16,46.1,329,445.5,3.43,2,no
80,no,no,0,30.25,285,339.29999999999995,3.54,0,no
77,no,yes,24,43.769999999999996,230,447.6,2.73,1,no
74,no,no,0,55.45,309,566.0,3.13,1,no
143,no,no,0,54.74,353,629.8,3.29,0,no
64,no,no,0,59.84,348,636.3,1.49,2,no
120,no,no,0,58.75,210,548.6999999999999,2.67,2,no
121,yes,no,0,47.33,330,502.7,3.62,3,yes
88,no,no,0,63.56999999999999,278,658.4,3.19,2,no
87,no,no,0,80.6,327,713.3,2.54,2,yes
100,no,no,0,61.31,318,570.1999999999999,2.75,0,no
104,no,no,0,33.0,284,418.3,2.54,3,no
27,no,no,0,33.05,263,347.1,2.67,1,no
81,no,yes,31,62.53,317,604.5999999999999,2.62,0,no
64,yes,yes,33,46.6,306,537.5,2.19,0,no
107,no,yes,28,70.38000000000001,340,732.3,3.21,1,no
111,no,no,0,50.01,342,595.1,2.43,3,no
77,no,no,0,60.65,310,550.0,2.78,5,no
67,yes,no,0,44.81,276,451.0,3.08,2,no
102,no,no,0,56.74,302,521.7,4.27,1,no
146,no,yes,19,53.55,252,554.8,3.94,1,no
96,no,no,0,60.230000000000004,331,667.1,2.78,1,yes
70,no,yes,31,49.46,278,575.0,2.78,1,no
149,no,no,0,66.07000000000001,297,637.4,2.46,0,no
129,no,no,0,61.239999999999995,298,574.5,2.48,2,no
166,no,no,0,62.2,338,573.3,2.94,0,no
136,yes,no,0,55.16,269,483.4,2.97,3,yes
149,no,no,0,70.47,264,718.1,2.59,3,no
70,no,no,0,54.660000000000004,299,630.8,2.05,3,no
66,no,no,0,67.32,376,623.8,1.67,2,no
104,no,no,0,51.15,343,519.4,3.43,1,no
160,no,no,0,58.49,300,636.0999999999999,2.48,1,no
129,no,yes,37,57.230000000000004,278,555.4,3.16,1,no
93,no,no,0,76.32,278,753.5999999999999,3.05,3,yes
169,no,no,0,55.64,333,583.0,2.67,2,no
58,no,no,0,51.529999999999994,358,555.4,4.02,1,no
75,no,yes,38,55.84,360,656.0999999999999,3.54,3,no
45,no,no,0,58.06999999999999,290,578.0999999999999,3.35,1,no
155,no,no,0,47.34,319,429.3,2.4,3,no
52,no,no,0,57.190000000000005,315,535.7,2.67,4,no
119,no,yes,27,66.81,341,634.8,3.0,0,no
86,no,no,0,46.620000000000005,258,506.20000000000005,2.21,1,no
42,no,no,0,60.36,317,581.0,1.08,0,no
127,yes,no,0,59.81,337,640.3,2.0,2,no
149,no,yes,43,60.85,281,622.8,2.94,1,no
160,no,no,0,62.260000000000005,303,710.4000000000001,2.51,1,no
137,no,no,0,55.540000000000006,309,594.1,2.03,1,no
129,yes,no,0,67.85,309,583.3,1.59,1,no
62,no,no,0,64.93,248,519.5,0.0,1,no
122,no,yes,33,72.42,310,661.1,3.19,4,no
32,no,no,0,54.03,248,560.0999999999999,2.75,1,no
130,no,no,0,57.53,364,568.0,1.94,1,no
42,no,no,0,48.650000000000006,314,447.20000000000005,2.16,1,no
73,no,no,0,62.44,267,552.1,4.05,2,no
66,no,yes,26,72.59,338,688.9000000000001,1.46,2,no
103,no,yes,31,43.199999999999996,326,492.8,2.4,0,no
128,no,no,0,61.660000000000004,243,693.6,2.05,1,no
103,no,no,0,45.42,326,420.2,3.35,0,no
124,no,no,0,58.26,297,591.4,3.24,0,no
87,no,no,0,41.66,337,476.9,1.67,1,no
109,no,yes,27,56.050000000000004,274,585.4000000000001,3.32,1,yes
167,yes,no,0,54.74,306,482.3,2.89,2,no
97,no,no,0,43.7,260,484.70000000000005,3.21,4,yes
125,no,no,0,44.04,356,488.4,3.89,2,no
108,no,yes,35,62.54,320,611.9,4.19,0,no
89,no,yes,32,67.0,309,683.9000000000001,2.35,1,no
23,no,no,0,82.41,380,714.3000000000001,3.05,2,yes
149,no,no,0,56.29,299,593.7,2.21,7,no
73,no,no,0,60.25,280,568.9,1.59,0,no
61,no,no,0,72.65,320,705.2,2.43,1,yes
161,no,no,0,47.87,307,467.6,3.62,4,yes
118,no,yes,24,40.45,228,473.2,4.56,1,no
23,no,no,0,56.36,270,576.4000000000001,4.05,6,no
127,no,yes,25,39.77,308,510.4,1.38,0,no
42,no,yes,32,51.53,309,532.0,2.19,0,no
45,no,no,0,44.74000000000001,270,443.20000000000005,2.86,2,no
50,no,yes,24,75.12,314,816.6,2.86,1,no
179,no,no,0,85.29,349,841.3,2.84,0,yes
152,no,no,0,38.17,333,441.3,2.03,2,no
72,no,no,0,41.690000000000005,277,520.6,2.24,0,no
52,no,no,0,70.58000000000001,305,775.7,1.4,1,no
125,no,no,0,54.089999999999996,320,522.6,2.97,1,no
143,no,no,0,40.589999999999996,266,445.8,2.48,1,no
65,no,no,0,46.64,224,532.8,1.19,1,no
1,no,no,0,44.019999999999996,252,476.0,3.73,1,no
60,no,no,0,49.699999999999996,322,545.3,2.13,1,no
43,no,no,0,30.0,316,361.1,2.92,1,no
143,no,no,0,52.64999999999999,297,494.79999999999995,3.78,0,no
81,no,yes,24,45.05,301,465.40000000000003,3.08,0,no
24,no,no,0,63.10999999999999,321,601.6,1.78,1,no
77,no,no,0,38.78,291,499.9,3.24,1,no
74,no,no,0,67.19,310,661.7,2.7,1,no
74,yes,no,0,48.37,342,540.9,3.81,1,yes
200,no,no,0,41.1,315,439.0,3.02,1,no
86,no,no,0,68.93,287,704.9,3.51,4,no
91,no,yes,37,59.95,316,673.6,2.48,0,no
130,no,no,0,48.76,286,580.3,3.86,1,no
56,no,no,0,44.26,294,571.0999999999999,3.21,2,no
117,no,no,0,58.44,350,615.0,4.19,0,no
63,no,no,0,60.88,281,671.0,1.76,2,no
126,no,no,0,59.78,312,575.4,1.73,0,no
132,no,no,0,62.449999999999996,322,670.8,3.4,1,no
81,no,yes,28,53.44,355,551.6,2.48,4,yes
122,no,no,0,53.45,285,558.7,3.11,2,no
46,no,no,0,75.15,265,722.9,3.62,2,yes
150,no,yes,28,53.16,285,545.9,2.97,1,no
99,no,no,0,51.87,318,570.8,2.27,1,no
87,no,no,0,67.04,292,633.0999999999999,2.97,1,no
101,no,no,0,54.87,255,584.1,3.13,4,no
53,no,no,0,55.239999999999995,323,515.1,2.89,3,no
132,no,yes,39,55.93,305,588.4,2.32,2,no
158,no,no,0,55.510000000000005,351,601.1,2.32,2,no
114,no,yes,34,54.45,354,584.3,2.78,0,no
144,yes,no,0,58.379999999999995,263,626.5,2.54,0,no
91,no,yes,23,63.89,313,608.9,3.32,3,no
58,no,no,0,46.67,305,474.90000000000003,3.46,2,no
5,no,no,0,59.410000000000004,203,600.5,3.59,3,no
97,no,no,0,71.01,242,688.8,1.13,0,no
107,no,no,0,58.71,294,582.0,2.08,3,no
142,no,yes,30,52.419999999999995,255,589.8,2.92,1,no
73,no,no,0,56.419999999999995,320,545.9,3.29,0,no
48,no,yes,22,59.68000000000001,303,674.0,4.24,2,yes
43,no,no,0,60.78,368,545.3,2.48,0,no
122,no,yes,33,58.239999999999995,324,587.7,3.65,1,yes
93,no,no,0,60.47,224,582.4,2.38,0,no
85,no,no,0,58.99,295,620.9,3.11,1,no
59,no,no,0,61.0,257,685.5,1.35,3,no
87,no,no,0,59.67,279,545.8,3.19,1,no
137,no,no,0,45.68,283,453.70000000000005,3.32,0,no
21,no,yes,31,54.2,263,586.0,2.57,6,no
129,no,no,0,81.75,305,717.4,2.81,0,yes
104,no,no,0,45.25,257,526.4,3.51,0,no
93,no,yes,21,45.019999999999996,323,483.29999999999995,3.19,4,yes
63,no,no,0,79.98,334,768.5,3.54,4,yes
161,no,no,0,46.24000000000001,318,543.8000000000001,2.11,0,no
50,no,no,0,56.269999999999996,322,544.6,3.13,3,no
103,no,yes,24,51.45,268,619.7,1.86,1,no
84,no,yes,33,49.38,315,522.3,3.51,1,no
92,no,no,0,65.16,328,658.3,2.43,1,no
77,no,no,0,59.07000000000001,305,645.1,2.67,1,no
64,yes,no,0,92.56,236,871.6999999999999,3.59,1,yes
159,no,yes,15,40.49,385,454.40000000000003,3.19,1,no
110,yes,yes,27,75.93,283,709.3000000000001,2.24,1,yes
178,no,no,0,69.38,338,610.0,3.67,1,no
50,no,yes,35,53.96000000000001,299,544.0,2.13,2,no
45,no,yes,26,31.240000000000002,326,305.6,2.08,1,no
70,no,no,0,45.03,301,523.8,2.59,0,no
94,no,no,0,51.85999999999999,300,487.59999999999997,2.03,1,no
179,no,no,0,45.08,303,499.79999999999995,3.13,0,no
116,no,no,0,61.97,262,581.5,3.05,2,no
59,no,no,0,58.17,284,587.7,3.97,0,no
165,no,no,0,51.77,294,427.0,2.13,0,no
140,no,no,0,47.28,299,553.5,2.27,1,no
93,no,yes,32,48.45,278,544.3,1.84,2,no
52,no,yes,38,55.720000000000006,271,567.2,2.21,0,no
64,no,yes,27,53.199999999999996,317,495.3,3.32,1,no
48,no,no,0,65.36,290,641.3,2.24,2,no
181,no,no,0,51.03,244,562.1,1.62,1,no
168,no,yes,42,41.699999999999996,279,474.9,3.08,2,no
155,no,no,0,52.67,325,517.6,3.05,3,no
105,no,no,0,71.28,335,671.6,1.03,0,no
182,no,no,0,46.32,322,561.5999999999999,2.16,2,no
104,no,no,0,52.980000000000004,241,571.9,3.54,1,no
102,no,no,0,40.17,352,501.0,3.24,0,no
122,no,no,0,66.62,307,651.7,3.21,0,no
41,no,no,0,46.11,335,490.4,2.32,1,no
132,no,no,0,58.72,332,597.0999999999999,2.46,2,no
76,no,no,0,72.03999999999999,318,664.3,3.08,1,yes
13,no,no,0,47.26,262,511.59999999999997,3.05,1,no
115,no,yes,33,52.08,367,581.8,3.83,2,no
67,no,no,0,47.74,231,445.8,2.27,1,no
100,no,no,0,46.35,292,460.29999999999995,2.11,2,no
146,yes,no,0,54.59,286,610.1,3.02,1,no
148,no,yes,11,78.99,316,800.0,3.32,1,no
67,no,yes,28,48.08,281,545.8,2.7,2,no
161,yes,no,0,65.67999999999999,340,698.5,3.48,1,yes
70,no,no,0,66.29,349,662.2,0.0,1,no
99,no,yes,42,66.17,329,663.8,2.51,2,yes
87,no,no,0,47.01,276,485.6,1.43,1,no
131,no,no,0,42.42,289,489.2,3.54,2,no
119,no,no,0,57.949999999999996,298,567.2,2.7,2,no
119,no,yes,32,49.629999999999995,305,521.8,3.24,3,no
87,yes,no,0,44.629999999999995,253,472.29999999999995,2.89,0,no
112,no,no,0,35.32,314,372.70000000000005,3.81,5,yes
75,no,no,0,50.6,284,595.5,2.89,2,no
150,no,no,0,61.7,299,648.9000000000001,2.48,4,no
161,no,yes,38,67.28999999999999,326,648.3000000000001,4.35,0,no
91,yes,yes,24,42.32,373,517.5999999999999,2.67,0,no
124,no,no,0,52.98,285,549.0999999999999,2.75,3,no
94,yes,no,0,58.11,296,485.1,1.94,4,no
217,no,no,0,57.28999999999999,350,641.8000000000001,2.51,4,no
158,no,no,0,68.64,312,696.4000000000001,1.73,0,no
102,no,no,0,56.99,274,628.5,1.92,0,no
85,no,no,0,62.85,326,604.0,2.08,0,no
79,no,no,0,50.01,281,555.9,2.27,1,no
139,no,yes,25,39.75,266,457.20000000000005,3.48,2,no
103,no,no,0,69.66,299,657.2,2.78,0,no
78,no,no,0,54.769999999999996,302,595.3000000000001,2.73,2,no
50,no,no,0,45.309999999999995,324,444.79999999999995,2.35,1,no
67,no,no,0,51.650000000000006,342,501.5,1.89,0,no
86,no,yes,38,38.51,380,395.09999999999997,3.59,1,no
174,no,no,0,61.42999999999999,312,533.3,2.38,1,no
124,no,no,0,48.220000000000006,300,455.6,4.13,1,no
190,no,yes,26,40.120000000000005,262,437.70000000000005,2.67,1,no
101,no,no,0,39.55,347,484.9,2.89,1,no
68,no,yes,29,65.59,257,611.1,2.67,0,no
117,no,yes,25,67.83,321,708.0,3.19,0,no
118,no,no,0,57.47,283,598.6,3.29,1,no
22,no,no,0,54.49,311,571.4,3.38,1,no
134,no,no,0,63.400000000000006,384,624.9,1.35,1,no
164,no,yes,25,52.38,247,420.70000000000005,3.86,1,no
177,no,no,0,64.02,280,620.2,3.38,2,no
110,no,no,0,55.58,269,565.0,2.4,0,no
53,no,yes,27,32.21,279,460.5,1.76,1,no
80,no,no,0,80.99,331,707.0999999999999,1.81,0,yes
158,no,no,0,63.94,287,641.2,2.21,1,no
114,no,no,0,57.36,284,587.0,0.0,0,no
64,no,yes,19,78.62,340,736.9,2.03,1,no
88,no,no,0,62.74,265,603.0999999999999,3.19,3,no
82,yes,no,0,61.54,274,597.6,3.35,3,no
111,no,no,0,68.56,310,631.3,3.32,3,no
60,no,no,0,66.7,318,583.6999999999999,3.35,2,no
113,no,no,0,54.58,302,625.8,1.86,3,no
109,no,no,0,66.55,363,692.0,2.21,1,no
105,no,yes,42,47.15,253,566.6,3.48,0,no
85,no,no,0,59.04,319,560.4000000000001,3.59,2,no
59,no,no,0,54.15,290,528.8000000000001,2.7,2,no
148,no,no,0,53.39,287,520.7,2.57,1,no
115,no,no,0,65.55,288,634.1,1.94,0,no
106,no,no,0,70.77,264,633.8,1.62,1,no
93,no,no,0,49.120000000000005,321,596.2,3.83,1,no
57,no,yes,29,77.86999999999999,324,754.7,3.51,1,no
98,no,no,0,56.63,344,564.5999999999999,1.38,1,no
157,no,no,0,67.86000000000001,293,593.6,0.59,3,no
116,no,yes,35,66.91000000000001,293,687.7,2.24,1,no
30,no,no,0,56.43,307,586.4,2.46,2,no
111,no,no,0,48.43,268,493.4,2.84,4,yes
52,no,no,0,55.22,291,584.6,3.29,0,no
72,no,no,0,61.370000000000005,297,590.1,2.81,4,no
135,no,yes,28,62.16,348,602.7,3.48,2,yes
86,no,no,0,59.29,334,628.6,2.73,3,no
98,no,yes,29,54.05,262,533.4000000000001,3.46,3,no
151,no,no,0,56.53,311,529.3,1.57,3,no
118,no,no,0,49.13,327,535.4,2.13,0,no
117,no,no,0,57.97,294,656.5999999999999,2.0,2,no
55,no,no,0,53.36,286,555.6,4.62,0,no
82,no,no,0,44.1,290,561.0,3.59,0,no
152,no,no,0,61.93,301,542.8000000000001,2.86,1,no
108,no,yes,15,62.05,292,682.8,2.94,1,no
98,no,no,0,53.019999999999996,336,539.9000000000001,3.38,1,yes
130,no,no,0,60.099999999999994,295,674.9,3.16,3,no
136,yes,no,0,58.9,341,564.8,3.19,1,no
47,no,no,0,53.519999999999996,274,590.5,3.32,3,no
189,no,no,0,63.59,349,624.1,3.05,3,no
107,no,no,0,47.28,341,469.7,3.27,1,no
91,no,no,0,51.36,367,562.6,3.16,5,yes
159,no,no,0,63.96,358,677.2,2.81,1,yes
11,no,yes,24,54.7,296,645.4,2.7,2,no
167,no,no,0,59.27,315,638.8,2.67,1,no
99,no,yes,19,42.07000000000001,301,493.0,1.97,2,no
159,no,yes,19,57.98,250,604.2,4.56,0,no
71,no,no,0,36.75,280,406.6,2.43,2,no
122,no,no,0,32.66,209,467.5,3.43,1,no
83,no,yes,37,39.33,312,468.7,3.19,1,no
64,no,no,0,48.92,299,529.0,3.32,5,yes
144,no,yes,33,68.98,302,658.4,3.29,2,no
106,yes,yes,26,75.67000000000002,334,739.5,3.89,1,yes
19,no,yes,34,57.42,329,641.6999999999999,3.05,1,no
46,no,no,0,50.5,271,536.2,3.67,1,no
127,no,no,0,61.209999999999994,345,581.3,3.16,2,no
9,no,yes,39,59.32,340,573.0,2.73,1,no
157,no,no,0,60.32,251,606.2,2.13,1,no
105,no,yes,29,64.97999999999999,318,700.9,2.7,0,no
155,no,no,0,55.2,261,496.3,2.92,2,no
161,no,no,0,54.53,272,595.7,1.08,1,no
95,no,yes,32,67.35,262,621.7,2.86,0,no
122,no,no,0,46.830000000000005,297,477.0,2.62,3,no
119,no,yes,24,54.980000000000004,231,495.2,3.05,0,no
99,no,no,0,39.949999999999996,323,438.6,1.51,1,no
76,no,yes,26,59.980000000000004,337,554.4,2.19,1,no
167,no,no,0,47.9,313,511.2,3.0,4,yes
129,no,no,0,50.75,346,467.1,3.19,1,no
116,no,no,0,49.47,338,535.6,2.11,1,no
60,yes,no,0,57.85,322,593.5,3.0,1,no
128,no,no,0,45.709999999999994,340,510.29999999999995,1.73,0,no
47,no,yes,28,39.730000000000004,281,433.7,2.86,0,no
40,yes,no,0,56.93,252,631.6999999999999,2.21,3,no
173,no,no,0,46.03999999999999,232,417.1,2.94,0,no
66,no,yes,32,48.910000000000004,320,449.90000000000003,3.24,2,no
50,yes,yes,26,84.68,281,771.4,2.16,0,no
130,no,no,0,54.2,276,593.5999999999999,3.48,1,no
